"storage_area","type","size","name","information","dosage",,"winery_name","vintage","purchase_price","quantity","other_vintages","visible","unclear","sales_price","glass_price","internal_notes"
1053,"RED",,"Tinto Valbuena 5° anno",,,,"vega Sicilia",2009,99,0,"nicht gelistet",0,,218,36,
1054,"RED",,"Priorat Aguilera",,,"garnacha","L'infernal",2014,,1,,1,,165,27,
1055,"RED",,"Herdia Tondonia tinto reserva",,,"75%tempranillo, 15%grenache, 10% Graziano e Mazuelo","Vina tondonia",2009,28.5,4,,1,,78,13,
1056,"RED",,"Bourgogne ""Cuvée Gravel"" ",,,"Pinot Noir","C&C Maréchal",2016,22.9,6,"2017-6",1,,75,12,"Handlese. Gärung"
1058,"RED",,"Gevrey Chambertin ""Les Crais""",,,,"Pièrre Naigeon",2020,65,6,,1,,143,23,"Handlese. Natürliche Fermentation. Für 16-18 Monate im Barrique ausgebaut."
1059,"RED",,"Vosne Romanée",,,,"Jean-Marc Millot",2020,70,1,,1,,154,25,
1060,"RED",,"Clos de la Roche Grand Cru ",,,,"Louis Remy",2006,125,0,"nicht gelistet",0,,295,49,
1061,"RED",,"Amiot Servelle Chambolle Musigny 1er Cru ""Les Amoureuses"" ",,,,,2019,270,2,,1,,594,99,
1062,"RED",,"Clos de la Roche Grand Cru ",,,,"Louis Remy",2013,125,0,"nicht gelistet",0,,275,45,"240-280m.ü.M. Familienunternehmen seit ca. 1820."
1063,"RED",,"Amiot Servelle Chambolle Musigny 1er Cru ""Les Charmes"" ",,,,"Amiot Servelle",2020,89,3,,1,,196,32,"BIO. 18 Moante in franz. Eichenfässern (30%neu)"
1066,"RED",,"Chambolle-Musigny",,,,"Amiot Servelle",2021,60,2,,1,,132,22,"BIO. Alles Handarbeit, er benutzt keine Maschienen, weder für die Ernte noch fürs Pressen, auch die Abfüllung und verkorkung.. Weine werden in Eichenfässern ausgebaut mit BSA. Jean-Marc hat die Domaine 1997 nach langjährigem Familienstreit übernommen."
1067,"RED",,"Nuits-St.-Georges ""Les Charmottes""",,,,"Chicotot",2015,36,0,"2018-3 ",1,,99,16,
1068,"RED",,"Nuits-St.-Georges 1er Cru Les Rues de Chaux",,,,"Chicotot",2021,78,6,,1,,172,28,
1069,"RED",,"Aloxe-Corton 1er Cru Les Vergots",,,,"Domaine Follin-Arbelet",2019,77.5,2,,1,,171,,
1070,"RED",,"Pommard 1er Cru ""Grand Clos des Epenots""",,,,"De Courcel",2018,99,2,"2019-3",1,,218,36,"seit mehr als 400 Jahren im Familienbesitz."
1071,"RED",,"Volnay 1er Cru ""Fremiets""",,,,"Joseph Voillot",2022,69,6,,1,,152,25,
1072,"RED",,"Vosne Romanée Les Souchots 1erCru",,,,"Jean-Marc Millot",2020,160,2,"2021-1",1,,352,58,
1073,"RED",,"Terra 1261 Spätburgunder",,,,"Weingut Benedikt Baltes ",2015,,0,,1,,175,29,
1074,"RED",,"Spätburgunder Silberberg",,,,"Mayer Näkel",2021,62,6,,1,,136,22,
1075,"RED",,"Spätburgunder Schlossberg GG",,,"merlot 6e%, cabernet sauvignon 30%, cabernet franc","Franz Keller",2021,72.5,3,,1,,160,26,"in Barrique ausgebaut. Bauen den Wein BIO, teilweise Biodynamic an. "
1076,"RED",,"Châteaux Petit-Figeac Grand Cru",,,"Cabernet Sauvignon, Cabernet Franc et 1/3 de Merlot",,2018,75.5,2,,1,,166,27,"BIO"
1077,"RED",,"Château Clinet Pomerol",,,"merlot, cabernet franc, cabernet sauvignon","Château Clinet",2008,67,1,,1,,147,24,"Ausbau"
1078,"RED",,"Château Pichon-Longueville-Baron ",,,"76% cabernet sauvignon, 24% merlot","Château Pichon Longueville",2012,76.5,2,,1,,195,32,"Mazeration mit Schale. Fermentation 3-4 Wochen, mit BSA. Barriqueausbau."
1079,"RED",,"Château Pontet Canet",,,"cabernet sauvignon, merlot, c. franc, petit verdot","Château Pontet-Canet",2019,169,1,,1,,372,61,"Erster Jahrgang der Biodynamisch ist. Gärung natürlich, mazeration für 3-4 Wochen. Barrique ausgebaut, 1/3 in Amphoren."
1080,"RED",,"Les Tourelles du Châteaux Pichon Longueville",,,"merlot 6e%, cabernet sauvignon 30%, cabernet franc","Château Pichon Longueville Comtesse de Lalande",2019,55.5,2,,1,,122,20,"in Barrique ausgebaut. Bauen den Wein BIO, teilweise Biodynamic an. "
1081,"RED",,"Chateaux Palmer Margaux",,,"Cabernet Sauvignon, Merlot, Petit Verdot","Château Palmer",2009,283,1,,1,,623,103,
1082,"RED",,"Château Margaux 1er GCC",,,"55% Cabernet sauvignon, 40% Merlot, 5% Cabernet franc","Château Margaux",2008,319,2,,1,,702,116,"Barriqueausbau"
1083,"RED",,"Château Mouton Rothschild GCC",,,"83% Cabernet sauvignon, 17% Merlot","Château Mounton Rothschild",2008,342,2,,1,,752,125,"Barriqueausbau"
1084,"RED",,"Château Lafite Rothschild GCC ???",,,"80-90% Cabernet sauvignon, 5-20% Merlot, 0-5% Cabernet Franc","Château Lafite Rothschild",2008,650,1,,1,,1430,238,"18-20 Monate in neuen Barrique"
1085,"RED",,"Angelus 1er GCC",,,"Merlot, Cabernet Franc, Cabernet Sauvignon",,2009,314,1,,1,,691,115,
1086,"RED",,"Château Montrose 2eme Cru Classe",,,,"Château Montrose",2011,92,1,,1,,202,33,
1089,"RED",,"Crozes-Hermitage Rouge ""Le Rouvre"" BIO",,,"syrah","Yann Chave",2019,23,3,,1,,75,12,"Rebalter"
1090,"RED",,"Hermitage  BIO",,,"syrah","Yann Chave",2018,63,6,,1,,139,23,"Rebalter"
1091,"RED",,"Côte-Rôtie ",,,"syrah","Terres Rôties",2009,34.5,3,"2010-3",1,,95,15,"Seit 3 Generationen der Familie Guigal."
1092,"RED",,"Châteauneuf du Pape"" La Crau 2010""",,,"grenache, mourvèdre, syrah, cinsault","Le Vieux Télégraphe",2016,47,1,"2020-3",1,,120,20,"180-325m.ü.M."
1093,"RED",,"Crozes-Hermitage ",,,"Syrah","Domaine Combier ",2010,16.8,3,,1,,56,9,"seit 1980 BIO."
1094,"RED",,"Crozes-Hermitage ""Clos des Grives""",,,"Syrah","Domaine Combier ",2010,29.5,1,,1,,81,13,"seit 1980 BIO."
1095,"RED",,"Hermitage  ",,,,"Guigal",2013,42,0,"nicht gelistet",0,,116,19,
1096,"RED",,"Gigondas",,,"70% Grenache, 20 % Syrah, 10% Mourvèdre,","Guigal",2003,17,0,,1,,67,11,
1097,"RED",,"Cristom Louise",,,,,2019,69.3,3,,1,,152,25,
1098,"RED",,"Pinot Noir Black Edition",,,,"Vinultra",2014,53.4,5,,1,,117,19,
1099,"RED",,"Pinot Noir Kellerei Girlan",,,,"Kellerei Girlan",2019,6.25,2,"2020-1",1,,29,4,"Handlese. Gärung; im Stahl, BSA. Ausbau; 15 Monate in kleinen & grossen Holzfässern. 6 Monate Flaschenlagerung."
1101,"RED",,"St. Magdalener",,,"95% Edelvernatsch, 5% Lagrein","Rottensteiner",2020,4.2,2,"2021-1 ",1,,21,3,"400-500m.ü.M. "
1103,"RED",,"Merlot ",,,,"Alois Lageder",2020,5.5,3,,1,,26,4,"230-320m.ü.M. Rebalter"
1104,"RED",,"Lagrein Kellerei Tramin",,,,"Kellerei Tramin",2022,4.9,4,,1,,24,3,"250-400m.ü.M. Gärung"
1105,"RED",,"Amistar ",,,"Lagrein, Merlot, Cabernet s., 5% Cabernet f.,5%  Petit verdot","Peter Sölva & Söhne",2020,10.5,2,,1,,41,6,"10 % Trockenbeeren (am Stock getrocknet). Gärung"
1106,"RED",,"Cabernet Istrice ",,,"90% Cabernet sauvignon, 10% Cabernet Franc","Elena Walch",2018,10.8,1,"2020-1 2022-1 ",1,,42,7,"Gärung"
1110,"RED",,"Barolo Sori Ginestra ",,,"Nebbiolo","Conterno Fantino",2011,31.5,1,"2018-2",1,,87,14,"Ausbau im Holz und Barrique."
1115,"RED",,"Ornellaia ",,,"53% Cabernet s., 39% Merlot, 4% Cabernet f., 4% Petit verdot","Tenuta dell'Ornellaia",2015,87.12,2,"2016-1 ",1,,192,31,"Handlese. Gärung; 1 Woche im Stahltank, Maischestandzeit 10-15 Tage. BSA im Eichenbarrqiue 70% neu. 18 Monate in Barrqiue, nach 12 Monaten wird dass Cuvee gemacht."
1116,"RED",,"Tignanello",,,,"Antinori",2016,38.81,0,"nicht gelistet",0,,107,17,"12 Monate im Eichenfass."
1118,"RED",,"Brunello di Montalcino",,,"Sangiovese","Ciacci Piccolomini",2013,15.2,0,"nicht gelister",0,,52,8,"mind. 2 Jahre im Eichenfass. Mind.  4 Monate Flaschenreifung."
1119,"RED",,"Cabreo Il Borgo ",,,"70% Sangiovese, 30% Cabernet sauvignon","Tenute di Cabreo Folonari",2009,15.6,1,"2016-2 ",1,,53,8,"Gärung; Mazeration auf der Schale 10-18 Tage. Fermentaion mit BSA. Ausbau; Cuvee, in franz. EichenBarrqiue ausgebaut 30%neu, 16-18 Moante. 6 Monate Flaschenlagerung."
1120,"RED",,"Chianti Classico  ",,,"Sangiovese","Fontodi",2009,7.3,0,"nicht gelistet",0,,31,5,"Gärung"
1127,"RED","MAGNUM","Blauburgunder Barthenau Vigna San Urbano",,,,"Hofstätter",2016,101,1,,1,,222,37,"Gärung; 10 Tage mit 25% intakten Trauben und Umwälzung. Ausbau; 14 Monate in kleinen Eichenholzfässern, assamblage, 7 Monate im grossen Eichenholzfass, Abfüllung, 12 Monate Flaschenlagerung."
1128,"RED","MAGNUM","Pinot Nero Riserva Trattmann",,,,"Kellerei Girlan",2021,58,1,,1,,128,21,"400m.ü.M. Handlese. Gärung; Stahlfässer für 18-20 Tage. Ausbau; Bsa, 15 Monate in kleinen und grossen Holzfässern. 8 Monate Flaschenlagerung"
1129,"RED","MAGNUM","Mason di Mason",,,,"Manincor",2020,131,1,,1,,288,48,
1130,"RED","MAGNUM","Vinschgau Blauburgunder ",,,,"Marinushof",2009,29,1,,1,,80,13,
1131,"RED","MAGNUM","Amistar Cabernet Franc",,,"Lagrein, Merlot, Cabernet s., 5% abernet f.,5%  Petit verdot","Peter Sölva & Söhne",2007,44.5,1,,1,,122,20,"10 % Trockenbeeren (am Stock getrocknet). Gärung"
1132,"RED","MAGNUM","Cabernet Löwengang ",,,"Cabernet sauvignon, Cabernet Franc, Carmenere, Merlot","Tenutae Lageder",2007,62.5,1,,1,,145,24,"230-330m.ü.M. BIO. Rebalter"
1133,"RED","MAGNUM","Cabernet Riserva",,,"Cabernet Sauvignon, Cabernet Franc","Unterganzner",2004,39.5,1,,1,,109,18,"Rebalter"
1134,"RED","MAGNUM","Amistar Rot Edizione ",,,"Lagrein, Merlot, Cabernet s., 5% Cabernet f., 5% Petit verdot","Peter Sölva & Söhne",2008,64,1,,1,,141,23,"Kompromisslose Selektion der besten Barrqiue. 250-450m.ü.M. Nach einem Jahr im Barrique wird ""herausesucht"" und danach dass Cuvee nochmals 1 jahr gelagert"
1136,"RED","MAGNUM","Euforius ",,,"50%  Cabernet, 30% Lagrein, 20% Merlot","Niedermayr",2009,33,1,,1,,91,15,"Gärung"
1138,"RED","MAGNUM","Composition Reif ",,,"Cabernet s., Cabernet f., Merlot, Petit verdot, Lagrein","Unterganzner",2017,55.4,1,,1,,122,20,"Gärung; Edelstahltank, Maischekontakt von 10 tagen cabernet, 7 Tage Lagrein. Ausbau;18 Monate mit BSA in neuen aus überwiegend franz. Barrique."
1139,"RED","MAGNUM","Lacus Selection  ",,,"70% Cabernte franc, 30% Merlot","Walter Schullian",2010,76.3,2,,1,,168,27,"lacus ist lateinisch für See. 250m.ü.M. Gärung; spontan im offenen Holzfass mit Salasso 20%, mit umwälzen. Ausbau; in neuen und gebrauchten Barrique. Keine schönung, keine Filtration"
1140,"RED","MAGNUM","Arzio ",,,"50% Merlot, 25% Cabernet sauvignon, 25% Cabernet franc","Baron di Pauli",2018,70.2,1,,1,,175,29,"250-380m.ü.M. Gärung; spontan im Holzbottich, 5 Wochen Maischemazeration. Ausbau; 18 Monate Barrique60%neu, BSA, "
1141,"RED","MAGNUM","Lagrein Riserva",,,,"Kiemberger",2013,31,3,,1,,120,20,"17§ der Trauben werden getrocknet. Gärung"
1142,"RED","MAGNUM","Lagrein Mirell ",,,,"Ansitz Waldgries",2013,48.1,2,,1,,118,19,"Gärung; Maischenstandzeit bis zu 35 Tagen im Bottich, 10% der Taruebn werden spätreif gelesen. Ausbau; Barrique"
1143,"RED","MAGNUM","Lagrein Riserva Abtei",,,,"Muri Gries",2016,38.9,1,,1,,107,17,"260-280m.ü.M. Gärung; Edelstahltank für 14 Tage, BSA. Ausbau; 15 Monate im kleinen Holzfass. "
1144,"RED","MAGNUM","Lagrein Riserva Taber",,,,"Kellerei Bozen",2013,43.55,1,,1,,120,19,"250m.ü.M. Gärung"
1145,"RED","MAGNUM","Lagrein Riserva Porphyr ",,,,"Kellerei Terlan",2015,56.9,1,,1,,125,20,"Handlese. Gärung"
1146,"RED","MAGNUM","Lagrein Riserva Prestige Line ",,,,"Kellerei Bozen",2011,29.5,1,,1,,81,13,"Gärung; traditionell im offenen Holzfass. Ausbau; 12 Monate in franz. Barrique und grosen Holzfass. Nur die Besten Lagen, mit den ältesten Reben mit dem geringsten Ertrag werden verwendet."
1148,"RED","MAGNUM","Cabernet Istrice ",,,"90% Canbernet sauvignon, 10% Cabernet Franc","Elena Walch",2012,32.6,1,,1,,90,14,"Gärung"
1149,"RED","MAGNUM","Merlot Brenntal ",,,,"Kellerei Kurtatsch",2007,46,0,"nicht gelistet",0,,110,18,"Gärung"
1153,"RED","MAGNUM","Barolo Sori Ginestra ",,,"Nebbiolo","Conterno Fantino",2011,160.55,1,,1,,350,58,"Rebalter"
1154,"RED","MAGNUM","Monprà",,,"50% Nebbiolo, 50% Barbera","Conterno Fantino",2012,39.16,2,,1,,159,26,"Gärung"
1156,"RED","MAGNUM","Brunello di Montalcino ",,,"Sangiovese","Pian dell'Orino",2007,89,0,"nicht gelistet",0,,196,32,"Biodynamisch. 24 Moante slaw. Eichenholzfass"
1157,"RED","MAGNUM","Percarlo ",,,"Sangiovese","San Giusto a Rentennano",2017,117.65,1,,1,,259,43,"Gärung; Fermentation & Mazerartion für 35 Tage, natürlich. Ausbau; 20-22 Monate in franz. Eichenbarrqiue. 18 Monate Flaschenlagerung."
1158,"RED","MAGNUM","Giorgio Primo",,,,"Fattoria La Massa",2013,175.35,3,,1,,386,64,
1166,,,"Le Petit ",,,,"Manincor",2018,34,6,,1,,94,15,
1167,,,"Sauvignon passito Saphir",,,,"Laimburg",2022,,3,"nicht gelistet",0,,7,1,"2014 =  400m.ü.M. Spätlese. 8h Auspressen der Rosinenbeeren. Gärung, spontan im Holzfass für mehrer Monate. Bei 11% Alkohol stoppt die Gärung automatisch."
1168,,,"Gewürztraminer Spätlese",,,,"Kiemberger",2016,16.3,0,"nicht gelistet",0,,55,9,"2010 = wird nur in bestimmten Jahren produziert ( genügend Botrytispilz). 750-850m.ü.M. Traubenmaische verweilt vor der Pressung im eigenen Saft, um die eingetrockeneten Inhaltsstoffe der Botrytisbeere zu lösen. Die langsame Gärung im Edelstahlfässchen dauert meist bis Dezember und lässt am Schluss einen köstlichen Restzuckeghalt."
1169,,,"Gewürztraminer Passito Cresta",,,,"Rottensteiner",2013,15.5,2,,1,,53,8,"Trauben werden ca. 5 Monate getrocknet und dann gepresst.  Im Edelstahl ausgebaut."
1171,,,"Kerner Passito Nectaris",,,,,2021,22.5,13,,1,,73,12,
1172,,,"Gewürztraminer Terminum ",,,,"Kellerei Tramin",2017,29.3,9,"2020-3 2022-11",1,,81,13,"2012 = 400-500m.ü.M. Rebalter 15-25 Jahre. Lese Ende Dezember. Edelfäule. Handlese. 12h Mazeration. Langsame fermentation von 6-9 Monaten. 7-10 Monate im Barrique. 3 Monate in der Flasche."
1173,,,"Gewürztraminer Spätlese “Roen” ",,,"90% Gewürztraminer, 10% Riesling","Kellerei Tramin",2018,17.6,1,"2022-9",1,,59,9,"2014= 400-500m.ü.M. Lese Mitte Oktober. Die Trauben werden getrocknet bis Ende November, Anfang Dezember. Gärung findet in kleinen franz. Brrique statt. "
1174,,,"Gewürztraminer St Cyrill  ",,,,"Villscheiderhof",2009,15.2,1,,1,,52,8,
1175,,,"Sissi Goldmuskateller Passito ",,,,"Kellerei Meran",2016,25,4,,1,,81,13,"450-500m.ü.M. Handlese. Trauben werden für 5 Monate getrocknet. Gärung & Ausbau für 12 Monate in neuem franz. EichenBarrique."
1178,,,"Rosenmuskateller ",,,,"Ansitz Waldgries",2010,19,1,,1,,63,10,"250m.ü.M.  70% der Trauben werden Luftgetrocknet, 30% Spätreif gelesen. Ausbau; im Stahltank."
1179,,,"Rosenmuskateller ",,,,"Muri Gries",2021,17.3,0,"2022-8",1,,58,9,"270m.ü.M. Spätlese. Gärung; 8 Tage im Edelstahl. Ausbau; 12 Monate 50% in kleinen Holzfässern, 50% im Edelstahlfass ausgebaut."
1180,,,"Passito ",,,,"Kiemberger",2018,15,3,,1,,51,8,
1181,,,"Rosenmuskateller ",,,,"Laimburg",2016,20.2,2,,1,,67,11,"400m.ü.M. Lese Mitte Oktober. Trauben werden getrocknet bis Mitte Dezember. Ausbau"
1182,,,"Portwein Pipa XV",,,"Lagrein","Franz Gojer",,21.6,2,,1,,71,11,"Likörwein (inspiriert sich am  Portwein). Erster Südtiroler ""Portwein"". Handlese. Kaltmazeration und Gärung im offenen Eichenbottich mit leichter Tostatur, mit Untertauchen. Zugabe von Weinbrand zum gären des Mostes, um die Hefen abzutöten und die Gärung zu stoppen. Ausbau im Pipa Eichenfass für 6 Monate. Flaschenlagerung."
1183,,,"Kerner Passito Praepositus",,,,,2019,,3,"2020-6",1,,7,1,
1187,,,"Tre Filer passito ",,,"Turbiana, Chardonnay, Sauvignon blanc","Cà dei Frati",2011,9.5,5,,1,,38,6,
1189,,,"Vino Santo",,,"nosiola",,2006,25,2,,1,,85,14,
1193,,,"Recioto di Soave  La Broia",,,"Garganega","Roccolo Grassi",2010,9,2,,1,,37,6,"100m.ü.M. lese im September, trocknung der Trauben bis Februar. Fermentation in franz. EichenBarrique 225l, 60-90 Tage. Ausbau; 18 Moante in Barrique ( 20%neu, 80% zweit Belegung), 24 Monate Flaschenlagerung."
1194,,,"In Sé","BIO",,"incrocio manzoni","Italo Cescon",2018,16.5,8,,1,,56,9,
1199,,,"Moscato d'Asti Zagara",,,,"Albino",2017,7.6,6,,1,,32,5,
1204,,,"Muffato della Sala ",,,"60% Sauvignon blanc, 40% Grechetto, Traminer, Riesling","Antinori",2010,22.5,2,,1,,73,12,"200-350m.ü.M. Handlese(Zeitpunkt je nach Reife der Botrytis). Fermentation für 18 Tage.  Ausbau"
1209,,,"Ben Ryé passito ",,,"Zibibbo","Donnafugata",2015,20.46,2," 2019-3",1,,67,11,"20-400m.ü.M. Handlese. Gärung im Stahl. 7 Monate im Stahltank. 12 Monate Flaschenlagerung."
1211,,,"Trockenbeerenauslese ",,,,"Kracher ",,15.5,2,16.5,1,,53,8,
1213,,,"Eiswein",,,,"Kracher ",2020,23.6,2,,1,,77,12,
1214,,,"Tokaj Aszu 5 Puttonyos",,,"Furmint","Samuel Tinon",2016,41.9,4,,1,,115,19,"Mazeration 36-48 Stunden. Fermentation für mehrer Monate. 4 Jahre im Holzfass. 1 Jahr Flaschenlagerung."
1215,,,"Tokaj Aszu 5 Puttonyos",,,,"Oremus",2006,45,0,"nicht gelistet",0,,124,20,
1216,,,"Madeira",,,,,,,5,,1,,7,1,
1217,,,"Riesling Kinheimer Hubertuslay Beerenausles",,,,"Markus Molitor",2017,79.5,2,,1,,175,29,
1218,,,"Riesling Eiswein",,,,"Dr. Loosen",,23.5,,,1,,76,12,
1219,,,"Sauternes 1er Frand Cru",,,,"Châteaux Rieussec",2018,42.5,2,,1,,117,19,
1220,,,"Sauternes 2009 La Tour Blanche ",,,"Semillon","Château La Tour Blanche",2009,36.6,1,,1,,101,16,
1221,,,"Château d'Yquem 1. GCC Superior",,,"Semillon","Château d'Yquem",2001,410,1,,1,,1600,266,"Ein Gutes Jahr, mit einem trockenen September(perfekt für die Säure und frische des Weines). Sehr konzentrierte, pure Trauben."
1222,,,"Solera - Rivesaltes Ambré",,,"40% Grenache blanc, 40% Grenache gris, 20% Maccabeo","Domaine des Demoiselles",,16.65,5,,1,,56,9,"Rebalter: 50-70 Jahre. Aus der Region Roussillon.  Soleraverfahren."
1223,,,"Montbazillac",,,,"Châteaux La Lande",,7.95,5,,1,,35,5,
1232,,,"Aurea Fenice Bollicine",,,,"Princess",,8,14,,1,,33,,
1234,,,"Alternativa Rosso Superiore",,,"montepulciano","Princess",,5.2,3,,1,,25,,
1235,,,"Pinot Grigio Free","VAKUUM + ABSORPTION","Pfalz",,"Matthias Anton",,7.5,0,,1,,31,,
1236,,,"RibO",,"Elsass","Rivaner und Muskateller","Cave de Ribauville",,10.5,3,,1,,41,,
1237,,,"Elefant",,"Rheinhessen","riesling","Wean am Dom",,5.5,0,,1,,26,,
1238,,,"Null Alkohol Rot","RO","Baden","Spätburgunder","Löffler",,7.5,8,,1,,31,,
1239,,,"Rouge Pur Bio","Vakuum ","Rheinhessen","Dornfelder, Spätburgunder","Strauch und Weissbach",,10.5,3,,1,,41,,
1240,,,"Reverse Riesling","VAKUUM + ABSORPTION","Pfalz",,"Bergdolt-Nett",,8,2,,1,,33,,
1241,,,"steinboch",,,,,,,1,,1,,7,,
1242,,,"Reverse Sauvignon","Vakuum","Pfalz",,"Bergdolt-Nett",,8.5,4,,1,,35,,
