storage_area,TYPE,name,information,dosage,,winery_name,vintage,purchase_price,quantity,other vintages,Spalte12,sales_price,glass_price,internal_notes,,,,,,,
789,RED,Amarone della Valpolicella,,,"corvina veronese, rondinella, oseleta",Allegrini,2017,55,1,2018-1  2019-1,,130,21,"Handlese. Trauben 3-4 Monate Luftgetrockent. 25 Tage Gärung im Stahl mit Umwälzen. Ausbau; 18 Moante im kleinen Holzfass, 7 Monate im grossen Slow. Eichenfass. 14 Monate Flaschenlagerung",,,,,,,
790,RED,Amarone della Valpolicella,,,"60% Corvina, 20% Rondinella, 10% Oseleta, 10% Croatina",Dal Forno Romano,2008,330,2,,,590,98,Handese. 3 Monate Lufttrocknen.nur Reben älter als 10 Jahre. Fermentation 15 Tage. Ausbau; 36 Monate in neuen Barrique. (nach 18 Monaten Assembalge). 24 Monate Flaschenlagerung,,,,,,,
791,RED,Vaio Amaron Serego Aleghieri,,,"65% Corvina, 20% Rondinella, 15% Molinara",Masi,2015,49.9,2,,,110,18,Handlese. Trocknung. 3 Jhare in slov. Eiche. 4 Monate im Kirschenholz.,,,,,,,
792,RED,Amarone della Valpolicella,,,"55% Corvina-Croatina-Nebbiolo, 30% Rondinella-Sangiovese,  15% cabernet Sauvignon",Quintarelli Giuseppe,2011,275,2,,,605,100,Fermentation 45 Tage. Ausbau; 7 Jahre im Barrique.,,,,,,,
793,RED,,,,,,,,,,,,,,,,,,,,
794,RED,Amarone della Valpolicella Telos,,,"70% corvina, 20% rondinella, 5% croatina, 5% oseleta",Sant Antonio,2015,32,1,,2,88,14,350m.ü.M. Handlese. Ausbau; 16 Monate in neuen franz. Eichenfässern.,,,,,,,
795,RED,Amarone della Valpolicella Casa dei Bepi ,,,"75% corvina veronese, 20% rondinella, 5% molinara",Viviani,2013,45.5,2,,,118,19,450m.ü.M. ,,,,,,,
796,RED,Amarone della Valpolicella ,,,"corvina, rondinella, oseleta, croatina",Zenato,2017,40.04,1,2017-2 Riserva 79,,110,18,Ausbau; 4 Jahre in slawonischer Eiche. ,,,,,,,
797,RED,Amarone della Valpolicella ,,,"45% corvinone, 25%  corvina gentile, 20% rondinella, 10% croatina",Marion,2014,40.9,1, 2018-2 ,,112,18,Trocknung bis Ende Dezember- Anfrang Januar. 20 Tage kaltmazeration. BSA für 40 Tage. Holz- & slawonischer Eichenausbau für 36 Monate.,,,,,,,
798,RED,Amarone della Valpolicella ,,,"60 % Corvina veronese, 15% Corvinone, 20%  rondinella, 5% croatina",Roccolo Grassi,2015,42,3,,,116,19,"200-250m.ü.M. Ernte Ende September, trocknung bis erste Dezember Woche. Gärung; Stahltank, Kaltmazeration von6-7 Tage. Fermentation für 21 Tage. BSA im Holz. Ausbau; in 50% neuen franz. Barrique 225l für 26 Moante. 1 Jahr Flaschenalgerung.",,,,,,,
799,RED,Amarone della Valpolicella Riserva,,,"70% corvina & corvinone, 20% rondinella, 10% oselata",Musella,2016,29.9,1,,1,82,13,trocknung bis Januar. Ausbau; 24 Monate in franz. Tonneau und grossem Holz. 1 Jahr Flaschenlagerung.,,,,,,,
800,RED,Cabernet Sauvignon S. Cristina ,,,,Zenato,2010,9.84,3,,,39,6,"Gärung; 2 Wochen im Stahl mit Umwälzen. Ausbau; 18 Moante in neuen und alten Barrique. Assemblage, einige Monate im Stahl. 6 Monate Flaschenlagerung.",,,,,,,
801,RED,Merlot La Sansonina,,,,Sansonina,2006,25.75,2,,,83,13,,,,,,,,
802,RED,Valpolicella Classico Superiore,,,"60% corvina, 15% corvinone,20% rondinella, 5% croatina",Roccolo Grassi,2013,15,2,,,51,8,200-250m.ü.M. Gärung; Stahltank. BSA im Holz. Ausbau; in franz. Barrique 225l und im grossen Holzfass für 20 Monate. 10 Moante Flaschenlagerung.,,,,,,,
803,RED,Valpolicella Superiore ,,,"70 %corvina & corvina grossa, 20 %rondinella, 5% croatina, 5%oseleta",Dal Forno Romano,2012,72.8,3,,,160,26,45 tage trocknung. Gärung; 15 tage im Stahltank. Ausbau; 36 Monate im neuen Barrique. 1 Jahr Flaschenlagerung.,,,,,,,
804,RED,Valpolicella Superiore ,,,"corvina, corvinone, rondinella, cabernet s., nebbiolo, croatina, sangiovese",Quintarelli Giuseppe,2012,70.9,1,2016-2,,156,25,,,,,,,,
805,RED,Valpolicella La Bandina,,,"70% corvina, 20% rondinella,5%  croatina, 5%oseleta",San Antonio,2008,17.2,1,2018-1 2019-1 ,,58,9,300m.ü.M. Handlese. BSA im Holz. Batonnage 1x im Monate im ersten Jahr.   Ausbau; 24 Moante neue franz. Tonneau 500l,,,,,,,
806,RED,Valpolicella Superiore ,,,"70 % Corvina & Corvinone, 20% rondinella, 10% barbera",Musella,2017,9.9,2,2013-1,,39,6,Gärung; Mazeration 12-15 Tage. BSA. Ausbau; 12 Moante im Holz 225l &  500l. ,,,,,,,
807,RED,Campo Morar Valpolicella Ripasso,,,"75% Corvina veronese, 20% Rondinella, 5% Molinara",Viviani,2015,15.7,1,2017-1,1,53,8,,,,,,,,
808,RED,Valpolicella Superiore Ripasso,,,"85% Corvina veronese, 10% Rondinella, 5% Oseleta",Zenato,2018,14.2,2,,,49,8,250-300m.ü.M. Handlese. Gärung; 10-12 Tage im Stahl. Danach im Stahl bis Ende Januar. Ausbau; 18 Moante in Tonneau und einige Monate Flaschenlagerung.,,,,,,,
809,RED,Brentino ,,,"55%  Merlot, 45% Cabernet sauvignon",Maculan,2011,8.85,3,,,36,5,"Handlese. Gärung; Stahltank. Ausbau; 50% im Stahl, 50% für 1 Jahr im franz. Eichenbarrique.",,,,,,,
810,RED,Fratta,,,"cabernet sauvignon, merlot",Maculan,2012,41.9,1,2015-2 ,,115,19,Handlese. Gärung; 8 Tage im Stahl mit Umwälzen. Ausbau; 1 Jahr im neuen franz. Barrique,,,,,,,
811,RED,Amarone Riserva,,,,Bertani,2009,64.75,1,,,165,27,,,,,,,,
812,RED,Secco Vintage,,,,,2015,9.3,6,,,37,6,,,,,,,,
813,RED,Amarone della Valpolicecca,,,,Bertani,2012,,12,,,159,26,,,,,,,,
814,RED,Friaul,,,,,,,,,,7,1,,,,,,,,
815,RED,Focus ,,,Merlot,Pasini Volpe,2007,17.9,2,,,60,9,Fermentation im neuen Barrique für 12 Monate. 12 Moante Flaschenlagerung.,,,,,,,
816,RED,Merlot Graf de la Tour ,,,Merlot,Villa Russiz,2018,29.9,3,,,82,13,"Handlese. Gärung; 20 Tage. Ausbau; 24 Moante in franz. Barrique 225l. Assemblage, im Stahl. 10 Moante Flaschenlagerung. ",,,,,,,
817,RED,Prelit ,,,"70% Merlot, 30% Cabernet sauvignon",Podversic Damijan,2014,23.76,2,,,77,12,Gärung; Holz für 60-90 Tage. Ausbau; 23 Moante im Holz 20 & 30hl. 6 Moante Flaschenlagerung. ,,,,,,,
818,RED,Breg ,,,"merlot, cabernet sauvignon Pignolo",Gravner,2003,125.4,1,2007-1 ,,276,45,"Gärung im Holz. Ausbau; 5 Jahre im Eichenholz, 5 Jahre Flaschenlagerung. Keine Schönung, filtration",,,,,,,
819,RED,Rujno ,,,Merlot,Gravner,1999,146.4,1,2003-1 ,,322,53,"Fermentation spontan für 5 Wochen.Ausbau; im Eichenholz 228l für 36 Monate. 6 Jahre in der Flasche. Keine Schönung, Filtration. ",,,,,,,
820,RED,Refosco dal Peduncolo Rosso,,,Refosco dal Peduncolo Rosso,Felluga Livio,2007,14.4,2,,,49,8,Handlese. Gärung; auf der Schale im Stahl mit Umwälzung in den ersten 3 Wochen.,,,,,,,
821,RED,,,,,,,,,,,7,1,,,,,,,,
822,RED,,,,,,,,,,,7,1,,,,,,,,
823,RED,,,,,,,,,,,7,1,,,,,,,,
824,RED,Toskana,,,,,,,,,,7,1,,,,,,,,
825,RED,Chianti Classico Gran Selezione Castello di Brolio ,,,"80% Sangiovese, 10% Cabernet Sauvignon,  5% Merlot, 5% Petit Verdot ",Barone Ricasoli,2016,31.5,3,,,87,14,250-450m.ü.M. Gärung; 12-18 Tage auf der Maische. Ausbau; 18 Moante in Barrique und Tonneau,,,,,,,
826,RED,Chianti Classico ,,,"96% Sangiovese, 4% Merlot",Castello di Ama,2021,18.6,3,,,62,10,"Handlese. Gärung; im Stahltank mit Umwälzung für 21-23 Tage. BSA. Ausbau; Assemblage, danach 12 Monate in neue und alte Barrique. ",,,,,,,
827,RED,Chianti Ducale Oro Riserva ,,,"80% Sangiovese, 10% Cabernet s., 10% Merlot",Ruffino,2009,18.5,3,,,62,10,"Nur die besten Jahre! Handlese. Ausbau; 36 Monate, davon 12 in grossen Eichenholzfässern. 6 Monate Flaschenlagerung.",,,,,,,
828,RED,Chianti Classico,,,"95% Sangiovese, 5% Canaiolo",San Giusto a Rentennano,2017,12.8,2,,,49,8,"Gärung; 14 Tage auf der Schale. Ausbau; 12 Monate in Eichenholz, Tonnenau und Barrique.",,,,,,,
829,RED,Chianti Cassico,bio,,sangioves,Fontodi,2020,25,2,2021-1,,81,13,,,,,,,,
830,RED,Chianti Classico Riserva Le Baroncole,,,"97% Sangiovese, 3% Canaiolo",San Giusto a Rentennano,2017,23.4,2,2020-1,,76,12,Gärung; 15 tage auf der Schale. Ausbau; 18 Monate in Eichenfass und franz. Eiche von 225l ,,,,,,,
831,RED,Chianti Classico Castello di Fonterutoli,,,"92% Sangiovese, 8% Malvasia nera & Colorino ",Marchesi Mazzei,2008,24.9,2,,,81,13,"220-520m.ü.M. Handlese. Gärung;15-18 Tage Mazeration. Ausbau; 20 Monate im kleinen Eichenfässern 500l, 60% neue franz. Eiche.",,,,,,,
832,RED,Chianti Classico Granz Selezione San Lorenzo,,,": 80% Sangiovese, 13% Merlot, 7% Malvasia Nera",Castello di Ama,2019,40,3,,,110,18,,,,,,,,
833,RED,Chianti Classico ,,,"90% Sangiovese, 10% Merlot, Cabernet s., Canaiolo",Poggio al Sole,2010,8.4,3,,,54,9,Handlese. Gärung; Edelstahltank. Mazeration ca. 12-16 Tage. Ausbau; in alten Barrique,,,,,,,
834,RED,Chianti Classico Riserva Vigna il Poggiale ,,,"90% Sangiovese, 5% Canaiolo, 5% Ciliegino",Castellare,2013,29.3,1,2019-2 ,,81,13,"350-400m.ü.M. Gärung; Stahltank, Fermentation von 16-23 Tage. Ausbau; in 20% neuen Barrique 225l für 12- 18 Moante. 12 Monate Flaschenlagerung ",,,,,,,
835,RED,Chianti Rufina Riserva Nipozzano ,,,"90% Sangiovese, 10 % malvasia
nera /colorino / merlot/ cabernet Sauvignon",Marchesi de Frescobaldi,2009,10.33,2,2013-1,,41,6,"250-500m.ü.M. Handlese. Gärung; Stahltank, Fermentation für 13 Tage. Mazeration für 25 Tage mit Umwälzen.BSA. Ausbau; 24 Monate im Barrique. 3 Moante Flaschenlagerung.",,,,,,,
836,RED,Montesodi IGT,,,Sangiovese,Marchesi de Frescobaldi,2016,29.5,3,,,81,13,"400m.ü.M. Handlese. Gärung; Stahltank, Fermentation von 35 Tagen.BSA. Ausbau; 18 Moante im Eichenholz. 6 Monate in der Flasche.",,,,,,,
837,RED,Chianti Classico ,,,"90% Sangiovese, 5% Cabernet s., 5% Merlot",Castello di Rampolla,2010,17.82,1,2018-3 2010-1,,60,9,"380m.ü.M. Gärung; 7 Tage Fermentation. Mazeration auf der Schale 30 tage. BSA. Ausbau; 12 Monate im Eichenholz 25/30hl, Barrique 225l, Tonneau 500l. 6 Monate Flaschenlagerung.",,,,,,,
838,RED,Chianti Classico BIO,,,"sangiovese, cabernet s.",Querciabella,2010,19.8,4,,,65,10,"biodinamic,",,,,,,,
839,RED,Giorgio Primo ,,,"60% Cabernet s., 35% Merlot, 5% Petit verdot",Fattoria La Massa,2017,75.9,2,,,167,27,"360m.ü.M. Ausbau; in neuen Barrique für 18 Monate, .",,,,,,,
840,RED,,,,,,,,,,,7,1,,,,,,,,
841,RED,,,,,,,,,,,7,1,,,,,,,,
842,RED,Camartina Bio ,,,"70% Cabernet sauvignon, 30% Sangiovese",Querciabella,2008,79.2,0,nicht gelistet,aus,174,29,"biodinamic, 1 Jahr im franz. Barrique. 25% neu. 6 Monate Flaschenlagerung.",,,,,,,
843,RED,Guado al Tasso ,,,"55% Cabernet s., 25% Merlot, 18% Cabernet f. 2% Petit verdot",Marchesi Antinori,2005,100.8,0,nicht gelistet,2,230,38,"Fermentation 15-20 Tage. 1 Jahr in franz. Barrique mit BSA. Assemlage, 6 Monate Barrique.",,,,,,,
844,RED,,,,,,,,,,,7,,,,,,,,,
845,RED,Guado al Tasso ,,,"60% Cabernet s., 30% Merlot, 10% Syrah",Marchesi Antinori,2001,85,3,,,215,35,"Fermentation 15-20 tage im Stahl. 1 Jahr in franz. Barrique mit BSA. Assemblage, 14 Monate Barrique, 1 Jahr Flaschenlagerung.",,,,,,,
846,RED,Le Stanze ,,,"80% Cabernet s.,20% Merlot",Poliziano,2017,33.8,2,,1,93,15,250-350m.ü.M. Gärung; Stahl mit Umwälzung. Fermentation und Mazeration für 20-25 Tage. Ausbau; 16 Moante in neuen franz. Eichenabarrique,,,,,,,
847,RED,Bolgheri Rosso,,," Cabernet s.,   Cabernet f.,  Merlot",Grattamacco / Collemassari,2012,17.9,1,2019-2 ,,60,9,,,,,,,,
848,RED,,,,,,,,,,,7,1,,,,,,,,
849,RED,Grattamacco Rosso Bolgheri Superiore,,,"65% Cabernet s., 20% Merlot,  15% Sangiovese",Grattamacco / Collemassari,2015,68.9,1,2018-3 ,,152,25,Handlese. Gärung; offenen Eichenholzfässern. BSA in Edelstahltanks. Ausbau; 18 Monate in neuen und alten Barrique. 12 Moante Flaschenlagerung.,,,,,,,
850,RED,Insoglio del Cinghiale ,,,"30% Syrah, cabernet f., merlot, petit verdot",Tenuta Campo di Sasso / Lodovico Antinori,2021,16.9,1,2022-2,,57,9,,,,,,,,
851,RED,Monteverro ,,,"45% Cabernet s., 35% Cabernet f., 10% Merlot,10%  Petit verdot",Monteverro,2012,109.7,0,2019-1 ,2,241,40,Gärung; natürlich in Edelstahltanks und Barrique. Punch downs per Hand. Ausbau; 24 Monate in franz. Eichenabbrique mit 70% neuem Holz. Keine Schönung/Filtration,,,,,,,
852,RED,Tinata Monteverro ,,,"70% Syrah, 30% Grenache",Monteverro,2010,58,3,,,128,21,Gärung; im Stahl unf Barrique. Punch downs per Hand. Ausbau; 16 Moante in franz EichenBarrique mit 40% neuem Holz. Und im Beton-Ei. Keine Schönung/ Filtration,,,,,,,
853,RED,,,,,,,,,,,7,1,,,,,,,,
854,RED,Sassicaia ,,,,Tenut San Guido ,2021,290,3,,,590,98,,,,,,,,
855,RED,Sassicaia ,,,"85% Cabernet sauvignon, 15% Cabernet franc",Tenuta San Guido,2017,125.4,0,nicht gelistet,2,360,60,"100-300m.ü.M. Gärung; im Stahltank, ca. 2 Wochen auf der Schale mit Umwälzen, BSA im Stahltank. Ausbau; 24 Monate im franz. Eichenbarrqiue. Flaschenlagerung.",,,,,,,
856,RED,Sassobucato,,,"50% Merlot, 50% Cabernet sauvignon",Azienda Agricola Russo,2018,14.5,2,,,50,8,"80m.ü.m. Handlese. Gärung; im Stahl, Fermentation für 12 Tage. Mazeration für 15 Tage. BSA. Ausbau; 16 Moante in franz. EichenBarrique. 8 Moante Flaschenlagerung.",,,,,,,
857,RED,,,,,,,,,,,7,1,,,,,,,,
858,RED,50 & 50 ,,,Sangiovese & Merlot,Capannelle & Avignonesi,2007,89,1,2018-2 ,,196,32,"Gärung; im Holz, Mazeration für 15-20 Tage. Ausbau; 18 Monate im franz. Eichenbarrique ( Mittlere Tostatur)",,,,,,,
859,RED,Camarcanda,,,"50% Merlot, 40% Cabernet s., 10% Cabernet f.",Gaja-Ca'Marcanda,2018,110,1,,1,242,40,,,,,,,,
860,RED,,,,,,,,,,,7,1,,,,,,,,
861,RED,Castello di Bolgheri - Bolgheri Superiore,,,"cabernet s., merlot, cabernet f. ",Castello di Bolgheri,2019,46,2,,1,101,16,Handlese. Gärung; fermentation im Stahltank. 25-30 Tage auf der Schale. Ausbau; Barriquelagerung im neuen Holz.,,,,,,,
862,RED,Paleo ,,,cabernet franc,Le Macchiole,2018,56,2,,1,123,20,,,,,,,,
863,RED,Paleo ,,,cabernet franc,Le Macchiole,2019,94.38,7,,,208,34,,,,,,,,
864,RED,Messorio,,,Merlot,Le Macchiole,2019,188.76,2,,,415,69,Lese in der 1 & 2 Septemberwoche. Gärung; Fermentation und Mazeration für 20 Tage. Ausbau; 14 Monate in 75% neuen und 25% zweit-gebrauchte Barrique.,,,,,,,
865,RED,,,,,,,,,,,7,,,,,,,,,
866,RED,Tignanello ,,,"80% Sangiovese, 15%Cabernet s., 5% Cabernet f. ",Marchesi Antinori,2020,85.4,1,,1,188,31,,,,,,,,
867,RED,Solaia,,,"75% Cabernet s, 20% Sangiovese, 5% Cabernet f.",Marchesi Antinori,2013,170,1,,1,374,62,"BSA im Barrique. Ausbau; 18 Moante in franz. Und ungarischen EichenBarrique. Assemblage, kurze Flaschenlagerung.",,,,,,,
868,RED,Solaia,,,,,2020,273,2,neu,,601,100,"BSA im Barrique. Ausbau; 18 Moante in franz. Und ungarischen EichenBarrique. Assemblage, kurze Flaschenlagerung.",,,,,,,
869,RED,,,,,,,,,,,7,1,"BSA im Barrique. Ausbau; 18 Moante in franz.  EichenBarrique. Assemblage, 1 Jahr Flaschenlagerung.",,,,,,,
870,RED,Solaia,,,"75% Cabernet s., 20% Sangiovese, 5% Cabernet franc",Marchesi Antinori,2006,358.6,1,,,750,125,"BSA im Barrique. Ausbau; 18 Moante in neuen  franz.  EichenBarrique. Assemblage, 1 Jahr Flaschenlagerung.",,,,,,,
871,RED,,,,,,,,,,,7,1,"BSA im Barrique. Ausbau; Assemblage,  12 Moante in neuen  franz.  EichenBarrique. 1 Jahr Flaschenlagerung.",,,,,,,
872,RED,Desiderio  ,,,"85% Merlot, 15% Cabernet sauvignon",Avignonesi,2019,36,3,,,99,16,Ausbau; 16 Monate in franz. Barrique. 16 Monate Flaschenlagerung.,,,,,,,
873,RED,Cabreo Il Borgo ,,,"70% Sangiovese, 30% Cabernet sauvignon",Tenute del Cabreo Folonari,2016,31.9,1,2016-1 2017-1 2020-1 ,,88,14,"300m.ü.M. Gärung im Stahltank. Mazeration für 15-18 Tage. Ausbau; Assemblage, in franz. Eichenfässern 30% neu, 40% zweite Belgeung, 30% dritte Belegung. 16-18 Moante. 6 Monate Flaschenlagerung.",,,,,,,
874,RED,,,,,,,,,,,7,1,,,,,,,,
875,RED,Siepi ,,,"50% Sangiovese, 50% Merlot",Marchesi Mazzei,2006,75.6,1,2016-1,,230,38,"260m.ü.m. Handlese. Gärung; Mazeration 14 Tage Merlot, 16 Tage Sangiovese.Ausbau; Merlot, 18 Monate in kleinen franz. EichenBarique 225l. Sangiovese, 16 Monate in klienen franz. EichenBarrqiue 225l. 8 Monate Flaschenlagerung.",,,,,,,
876,RED,Siepi ,,,"50% Sangiovese, 50% Merlot",Marchesi Mazzei,2005,119.8,2,,,260,43,"260m.ü.m. Handlese. Gärung; Mazeration 14 Tage Merlot, 16 Tage Sangiovese.Ausbau; Merlot, 18 Monate in kleinen franz. EichenBarique 225l. Sangiovese, 16 Monate in klienen franz. EichenBarrqiue 225l. 8 Monate Flaschenlagerung.",,,,,,,
877,RED,Lucente,,,"merlot, sangiovese, cabernet s.",Frescobaldi,2019,23.9,2,2020-1,,78,12,,,,,,,,
878,RED,,,,,,,,,,,7,1,Ausbau; 14 Monate in nicht getoasteten Barrique. ,,,,,,,
879,RED,Cepparello,,,Sangiovese,Isole e Olena,2019,85.00,1,,1,195,32,"350-450 m.ü.M. Handlese. Gärung; Mazeration 21-28 Tage mit Umwälzen. Ausbau; 18 Monate in Barrique 225l, (95% franz. Eichenholz, 3% amerikanisches Holz, 1/3 neu.)",,,,,,,
880,RED,Percarlo ,,,Sangiovese,San Giusto a Rentennano,2014,50.80,3,,,112,18,Gärung; Mazeration auf der Schale für 33 Tage. Ausbau; 22 Monate in franz. Barrique 225l. 15 Monate Flaschenlagerung.,,,,,,,
881,RED,Saffredi,,,,Le Pupille,2019,76.9,2,2021-1  ,,169,28,,,,,,,,
882,RED,,,,,,,,,,,7,1,,,,,,,,
883,RED,Le Serre Nuove dell'Ornellaia,,,"52% Merlot, 28% Cabernet s., 12% Petit verdot, 8% Cabernet f.",Tenuta Ornellaia,2020,39.9,1,,2,110,18,"Handlese. Gärung; Fermentation im Stahl für 1 Woche. Mazeration 10 Tage. BSA. Ausbau; 15 Monate in Barrique, 25% neue, 75% zweite Belegung. Nach 12 Monaten Assemblage. 3 Monate Barrique. 6 Monate Flaschenlagerung.",,,,,,,
884,RED,,,,,,,,,,,7,1,,,,,,,,
885,RED,Ornellaia ,,,"52% Cabernet sauvignon, 22% Merlot, 21% Cabernet f., 5% Petit verdot",Tenuta Ornellaia,2012,245,1,"2018-1 (157,7)",,430,71,"18 Monate in Barrique mit BSA (70% neu, 30% zweitgebrauch). Assemlage nach den ersten 12 Monaten. 12 Monate Flaschenlagerung.",,,,,,,
886,RED,,,,,,,,,,,7,1,,,,,,,,
887,RED,Petra,,,"cabernet sauvignon, merlot",Petra,2018,34.5,1,2020-2,,95,15,"Gärung; natürlich im Holz. Ausbau; in franz. Barrique(leichte Tostatur, kleiner teil sind neu) mit BSA für 18 Monate. Einige Monate Flaschenlagerung.",,,,,,,
888,RED,Le Difese,,,"70% Cabernet sauvignon, 30% Sangiovese",Tenuta San Guido,2013,14.3,2,2011-1,,49,8,"Gärung; im Stahltank. Mazeration für 12-14 Tage Cabernet sauvignon, 15-18 Tage Sangiovese. Ausbau; 12 Monate in franz. EichenBarrique und ein kleiner Teil in amerikanischen Barrique.",,,,,,,
889,RED,Guidalberto ,,,"60% Cabernet sauvignon, 40% Merlot",Tenuta San Guido,2016,41.7,2,2022-1 ,,115,19,Gärung; im Stahltank. Mazeration für 15 Tage. Ausbau; 15 Moante in franz. EichenBarrique und americanischen Barrique. 3 Monate Flaschenlagerung.,,,,,,,
890,RED,,,,,,,,,,,7,1,,,,,,,,
891,RED,Flaccianello Bio ,,,,,2017,99,1,2019-2 ,,218,36,,,,,,,,
892,RED,,,,,,,,,,,7,1,,,,,,,,
893,RED,Barbicone ,,,"80% sangiovese, colorino, cannaiolo, ciliegiolo, 20% giacomino",Azienda Agricola Russo,2009,12.5,3,,,48,7,80m.ü.M. Handlese. Gärung; im Stahl. Fermentation für 10 tage. Mazeration auf der Schale für 15 Tage. BSA. Ausbau; 12 Monate in franz. EichenBarrique. 10 Monate Flaschenlagerung,,,,,,,
894,RED,Il Pareto ,,,cabernet sauvignon,Tenuta di Nozzole - Folonari,2018,41.52,3,,,114,19,350m.ü.M. Gärung: im Stahltank. Mazeration auf der Schale für 15 Tage.  BSA. Ausbau; 16-18 Monate in franz. eichenBarrique neu und 1 Jahr alt. 6 Moante Flaschenlagerung.,,,,,,,
895,RED,Il Pareto ,,,cabernet sauvignon,Tenuta di Nozzole - Folonari,2006,35,3,,,135,22,350m.ü.M. Gärung: im Stahltank. Mazeration auf der Schale für 15 Tage.  BSA. Ausbau; 16-18 Monate in franz. eichenBarrique neu und 1 Jahr alt. 6 Moante Flaschenlagerung.,,,,,,,
896,RED,Fidenzio ,,,"cabernet s., cabernet f., merlot",Podere San Luigi,2008,35.64,1,2009-2,,98,16,,,,,,,,
897,RED,La Mandria Del Pari ,,,cabernet sauvignon,Azienda Agricola Russo,2009,19.8,3,,,65,10,18 Monate im neuen Barrique,,,,,,,
898,RED,Vigna d´Alceo ,,,"cabernet sauvignon, petit verdot",Castello di Rampolla,2011,110.4,2,2004-1,,243,40,"380m.ü.M. Gärung; 7 Tage Fermentation. Mazeration auf der Schale 30 Tage. BSA. Ausbau; 14-16 Monate in Barrique 225l, Tonneau 500l. 24 Monate Flaschenlagerung.",,,,,,,
899,RED,La Ricolma,,,Merlot,San Giusto a Rentennano,2009,43.96,2,2018-1 ,,121,20,Gärung; Fermentation und Mazeration auf der Schale für 19 Tage. Ausbau; 22 Monate in franz. Barrique 225l,,,,,,,
900,RED,Cont´Ugo ,,,Merlot,Marchesi Antinori,2011,24.7,3,,,80,13,Gärung; Fermentation und Mazeration für 25 Tage im Stahltank.Die Temperatur der Fermentation ist je nach Reife der Trauben unterschiedlich = ergiebt verschiedene Merlot welche einzeln im Barrique ausgebaut werden für: 8 Monate mit  BSA im franz. EichenBarrique (30% neu). 1 Jahr Flaschenlagerung.,,,,,,,
901,RED,Casalferro ,,,Merlot,Barone Ricasoli,2010,22.44,3,,,73,12,350-400m.ü.M. Gärung; Fermentation im offenen Tank für 12-14 Tage. Mazeration auf der Schale für 14-18 Tage. Ausbau; 18 Moante im EichenBarrique und Tonneau.,,,,,,,
902,RED,Syrah Perbruno ,,,Syrah,I Giusti & Zanza,2011,11.09,3,,,43,7,Ausbau; 12 Monate in fran. Tonneau (von mittlere Tostatur). 6 Moante Flaschenlagerung.,,,,,,,
903,RED,,,,,,,,,,,7,1,,,,,,,,
904,RED,Brunello di Montalcino ,,,,Uccelliera,2018,44,2,neu ,,121,20,,,,,,,,
905,RED,Brunello d Montalcino Vigna Spunali,,,sangiovese,Val di Suga,2013,38,1,,2,105,17,,,,,,,,
906,RED,,,,,,,,,,,7,1,,,,,,,,
907,RED,Brunello di Montalcino ,,,Sangiovese,Casanova di Neri,2018,43.56,3,,,120,19,Handlese. Gärung; Fermentation im Bottich. Mazeration im Holzbottich für 3-4 Wochen. Ausbua; 30 Monate in Eichenholz. 18 Monate Flaschenlagerung.,,,,,,,
908,RED,Brunello di Montalcino Castelgiocondo,,,Sangiovese,Frescobaldi,2015,35.5,1,2012-1 2019-1  2016-1,,98,16,250-450m.ü.M. Handlese. Gärung; Fermentation 12 Tage im Stahl. Mazeration 32 Tage. BSA. Ausbau; ca. 1 Jahr im Eichenfass & EichenBarrique. 4 Monate Flaschenlagerung.,,,,,,,
909,RED,Brunello di Montalcino Il Divasco ,,,Sangiovese,La Rasina,2004,53,2,2012-1 ,,117,19,"Gärung; Mazeration auf der Schale für 15 Tage im Stahl. Ausbau; 1 Jahr im kleinen Holzfass, weitere 12 Monate in grossen Holzfässern.. 15 Monate Flaschenlagerung. ",,,,,,,
910,RED,Brunello di Montalcino ,,,Sangiovese,Poggio di Sotto,2011,114.80,2,,,253,42,"200-450m.ü.M. andlese. Gärung; Holzbottich, spontane Fermenation, Lange Mazeration mit Umwälzen. Ausbau; 48 Monate in Eichenholz 30hl. 8 Monate Flaschenlagerung. ",,,,,,,
911,RED,Brunello di Montalcino,,,Sangiovese,Tenuta Il Poggione,2015,38.4,3,,,106,17,Handlese. Gärung; 15 tage Fermentation. Ausbau; 36 Monate in franz. EichenBarrique30-50hl. Einige Monate Flaschenlagerung. ,,,,,,,
912,RED,Brunello di Montalcino ,,,Sangiovese,Pian dell'Orino,2009,91.2,3,,,201,33,340m.ü.M. Gärung; spontangärung von fast 3 Wchen. 3 Wochen auf der Maische. BSA im Holzfass. Ausbau; der Wein reift in 3 Holzfässern zu 25hl für 42 Monate. Unfiltriert.,,,,,,,
913,RED,Brunello di Montalcino,,,sangiovese,Pietroso,2015,30,1,2017-2,1,97,16,,,,,,,,
914,RED,,,,,,,,,,,7,1,,,,,,,,
915,RED,Brunello di Montalcino Luce,,,Sangiovese,Frescobaldi,2008,70.2,2,,,154,25,36 Monate in Holz und Barrique ( franz. und sloven.),,,,,,,
916,RED,Rosso di Montalcino,,,Sangiovese,Biondi e Santi,2019,52.50,2,,,116,19,250-500m.ü.M. Ausbau; 1 Jahr im slovenischen Eichenholz. 4 Monate Flaschenlagerung.,,,,,,,
